timestamp,ACC_0,ACC_1,ACC_2,GYRO_0,GYRO_1,GYRO_2,label
334093646074222.4,7.488932219188183,-14.90106887941172,-7.276809464645196,6.611248900670471,0.5172767279339726,-1.5213976338062305,2.0
334093679407555.7,2.953137850487718,-15.37199321840598,-5.380305427675964,10.353217957183814,0.9553666728007668,-0.5761506111108046,2.0
334093712740889.0,-2.9202290422716364,-8.011494277422802,-2.9976660896483724,12.351087878740394,0.6395852881632687,0.0346118738222229,2.0
334093746074222.3,-4.934014958738361,-5.779224056069104,1.8964481510264517,11.408218731766596,-0.1023048042594461,0.4337162144194125,2.0
334093779407555.6,-4.702789927715895,-3.2308703279066115,5.672598183527044,8.573411329535345,0.0656007063861282,0.1769417238852869,2.0
334093812740888.94,-4.304749325618277,-0.4535898819939113,7.93810594957287,5.824586884646946,-0.2498002018512465,-0.130152900917104,2.0
334093846074222.25,-1.8183151692112156,0.1566984710558644,10.163014363940066,3.423837752440928,-0.9983914191112008,0.0384461354960823,2.0
334093879407555.6,2.1007861009129933,-1.4609221355166504,9.964848806980765,1.1606489914788,-1.2126009164937268,-0.1251234805113052,2.0
334093912740888.9,5.852333628179867,-3.578153355035341,12.362436796363417,0.6681935301856607,-1.6610504291193549,-0.0127088909525529,2.0
334093946074222.2,5.220965658662246,-2.0308269613194465,10.96808524249135,2.167117892070975,-0.4348056742302987,0.2543086960659199,2.0
334093979407555.5,1.039821324884216,0.146695045830576,11.704192969976445,2.2116367395910133,0.0590343856505806,-0.1596141272382487,2.0
334094012740888.8,0.5934929449425507,0.9518018781989126,10.916739573305229,0.6086752956544815,-0.0643378599360067,-0.2535322343815463,2.0
334094046074222.1,3.476958923207619,-0.0332846489729907,10.107224246679632,-0.0355125258313495,-0.1195820706497333,0.002615795085396,2.0
334094079407555.44,2.655811823379162,-0.3294121360107462,10.85521360155417,-0.4727523404082084,0.273022902872979,0.1557918889512923,2.0
334094112740888.75,2.394844642689297,-0.5538397997890325,10.428042128051128,-0.4516096420866847,0.2295484519618173,-0.1066255809732662,2.0
334094146074222.06,2.7531584524561485,-0.9982108599106772,10.04206174408983,-0.3171538286558061,0.2119610955990556,-0.206522185866496,2.0
334094179407555.4,1.9029581878661248,-0.8382146947868523,10.09168513315573,-0.5553076861630825,0.3116837535000542,-0.2071311455763527,2.0
334094212740888.7,2.049548941868255,-1.3632870635633951,10.366891670466233,-0.8675270273024739,0.3045884647826387,-0.1057103879305059,2.0
334094246074222.0,1.9845042432705895,-2.2224572688517545,10.25561419139692,-0.6139898008296982,0.2927167531931081,-0.041767259108359,2.0
334094279407555.3,1.659799743367453,-1.8719335758849864,9.961416456745384,-0.1759947230866936,0.2207134662563834,0.0499154691242385,2.0
334094312740888.6,1.8071446682968832,-1.43536345304395,10.539484958688368,0.0911144033976393,0.2543826321439825,0.1992614770237387,2.0
