timestamp,ACC_0,ACC_1,ACC_2,GYRO_0,GYRO_1,GYRO_2,label
7532636412324.484,-6.584474035067076,-2.2295951951365898,7.940744886237291,1.5121438997887138,1.6452335554989943,1.0442228100003477,1.0
7532669745657.817,-10.163332856370744,-2.7198899717221936,8.698910219924937,0.9397222212619408,2.115332367144666,0.5157468687465677,1.0
7532703078991.15,-11.044550929827402,-0.9455148511738526,8.408636078246309,0.0051912182425806,2.3305461025118834,-0.1739624809777538,1.0
7532736412324.483,-13.201152837319968,-4.279052289648583,6.356049964345647,-1.6468871247329615,2.4764162394562206,-0.5526863104664895,1.0
7532769745657.816,-16.008542859291783,-4.798335480523505,6.064425635547368,-2.331000244459688,2.6413781664770446,-0.8651193090593972,1.0
7532803078991.149,-16.315994624990832,-8.126899016247952,5.052460306887319,-3.156865149095676,2.375537210646346,-0.9368348125871004,1.0
7532836412324.482,-17.037632086150882,-9.396437412609062,1.7904574306379026,-2.413916740765156,2.129687018994004,-0.9353822673774744,1.0
7532869745657.815,-18.46656431884499,-14.879211424598706,1.426035773759863,-1.222080557721826,1.5527779282612486,-1.1798026304984428,1.0
7532903078991.148,-16.317015599239898,-13.346956832405144,2.5321427227936457,-0.2864691963112344,0.6760281012092915,-1.3694291680323376,1.0
7532936412324.481,-11.03171931019567,-9.764112975395731,4.331977457252216,-0.5208261998997953,0.0669926013081732,-0.7603130761714835,1.0
7532969745657.814,-10.011242625557854,-11.603314436386649,7.718265774802137,-0.097499030218864,0.2733444123184257,1.225264071125357,1.0
7533003078991.147,-4.859052728804571,-10.93403514136294,6.925008917618173,1.0967739065456452,0.5062889145503411,2.480812551242433,1.0
7533036412324.48,-2.945978892408772,-4.279138090078933,5.594327329561367,0.6903137103694101,0.8815493865457265,3.3595860866169764,1.0
7533069745657.813,-2.5475411909823418,-3.3408112687319145,0.6453069308686102,-0.1880149205336606,2.5726658637790942,4.064128134468128,1.0
7533103078991.146,-9.24737098092464,-3.6782823732423777,0.1009827507263261,0.9096291663032996,4.2914979432665445,5.104955498731804,1.0
7533136412324.479,-13.37402529968498,-3.6890237984003553,8.503753479189415,0.7760189937170054,4.025555285978706,5.493874247893698,1.0
7533169745657.812,-11.374712936063816,-3.6044430867551656,9.14192162487707,-2.892823512960649,4.031066954496361,4.631035874164052,1.0
7533203078991.1455,-8.339622049533862,1.0603995031246338,9.223794787075413,-3.9531117209841113,3.2523958556961383,4.231367643713353,1.0
7533236412324.479,-13.443522902819588,3.530088968551259,11.491721623524876,-4.737709853120516,2.509107724206136,4.381533138419267,1.0
7533269745657.812,-14.20033481072592,3.5464814361703327,13.120910495169358,-4.634783116681459,1.512963293190584,4.195767898019767,1.0
7533303078991.145,-15.860629438012714,1.2227107591734372,4.684400013224817,-4.141783828986388,0.6942748301493915,3.660761302460025,1.0
7533336412324.478,-10.644259860963688,-4.464888211012856,1.904006430774671,-0.583265023736249,0.031950243085703,2.8369833719098327,1.0
7533369745657.811,-7.050856782007457,4.5567806334817,8.681587654395496,-0.2360274598629698,-0.4787988275778314,2.561254650890886,1.0
7533403078991.144,-7.417345113035013,-1.3697268423088036,8.892975131981569,-1.0612004602533442,-2.102341494910835,1.660182149353715,1.0
7533436412324.477,-8.079190020034856,-1.0076865220998352,7.627315877999927,0.155468002439784,-3.221419663871795,1.163506287715519,1.0
7533469745657.81,-6.97912324202365,1.402528883722692,2.639592619680309,2.56619624600376,-3.3065792258989664,0.982187495797938,1.0
7533503078991.143,-5.833479180422565,4.132189475630944,2.9873888984375814,2.517032218761068,-4.873238759991279,0.4629829197261833,1.0
7533536412324.476,-5.011776958898614,5.406424560134911,3.534353242380564,1.898901916332529,-6.088419650264889,0.0593025004402392,1.0
7533569745657.809,-4.295519505254408,4.582050310343201,4.650590348900755,1.0686156073992257,-6.807758281162494,-0.2457437865064298,1.0
7533603078991.142,-6.266971648490305,3.1401128184052203,3.965478388204655,-0.131981604807488,-5.959792375076279,-0.5517279138262947,1.0
7533636412324.475,-6.31568131874405,3.692531898427336,2.6625207651503864,-0.3373052010444605,-6.508602687213729,-1.4766106729299449,1.0
7533669745657.808,-6.921113141036987,2.635788814724657,2.134804211904737,-0.525300312315622,-6.560034015588166,-2.435513204353863,1.0
7533703078991.141,-6.242788550885833,3.11874945265412,1.9976310868713305,-0.5432608935846625,-6.339939738568635,-3.033625898754665,1.0
7533736412324.474,-7.098686990211618,2.898033532639312,2.0814363478842,-1.0763108525713014,-5.894227144511781,-3.3407887603962654,1.0
7533769745657.807,-6.074600293189786,3.5046170643458776,2.8175146362816954,-1.2909871586271495,-5.488251454468746,-3.422696490553736,1.0
7533803078991.14,-5.618254541635291,2.775390352046187,4.582866064196441,-2.152314108838552,-4.789788084361743,-3.1396022248323834,1.0
