row_index,timestamp,ACC_0,ACC_1,ACC_2,GYRO_0,GYRO_1,GYRO_2,label,stroke_labels
0,247549275856533.03,-0.0827784744289651,0.16010548185561785,-0.42529954221304167,-0.12145687272276162,0.04720323924277267,0.0352377925155879,0.0,0.0
1,247549309189866.4,1.0803135404672568,-0.46167282480003297,0.23325533821539424,-1.6776360784711801,0.49710423712330054,-0.8671965674111842,0.0,0.0
2,247549342523199.7,1.3643628646237018,-0.7164999014682123,0.6476641335052844,-1.228413036065484,0.30636846834516396,-0.6526518772824556,0.0,0.0
3,247549375856533.03,1.091061845523112,-0.3930225046179967,0.7916329638734402,-0.31431188877531885,-0.012752297187534414,-0.5419410756910263,0.0,0.0
4,247549409189866.4,0.9870319564189594,-0.37491951657770634,0.730810497578599,-0.22667875318208247,-0.10610334564431936,-0.8093831415620527,0.0,0.0
5,247549442523199.72,1.1057090711077662,-0.5215379996916737,0.504726285624016,-0.2476823945997303,-0.11164878418304532,-0.8199116196201174,0.0,0.0
6,247549475856533.1,1.119826368737475,-0.2543982479704336,0.343645916356101,-0.26271052146210155,-0.018673265748796262,-0.5041841611513007,0.0,0.0
7,247549509189866.44,0.7987667472784212,0.19436478416616287,0.08570350476596793,-0.6567204498955173,0.10537628065081642,-0.3899426985544853,0.0,0.0
8,247549542523199.75,0.23924120547771457,-0.7502768226590026,-0.31365751564080085,-1.6055605941206306,0.36141075704752634,-0.741321054880831,0.0,0.0
9,247549575856533.12,0.41858351977685776,-0.006756350981638071,-0.2878597278344782,-1.1004843637777038,0.2637770973288316,-0.9375606791488775,0.0,0.0
10,247549609189866.47,-0.5873714901644143,0.7699879924297847,0.5459202664273858,-1.3534099211928188,0.43896152024342305,-1.4564782486719121,0.0,0.0
11,247549642523199.8,1.2971631914956783,0.005373221696049202,0.27030669754527586,-1.1526803594061386,0.3424061176618817,-1.9795489916409033,0.0,0.0
12,247549675856533.2,1.0310841347933664,-0.5607147489456255,2.071868588558865,-0.6913892092327744,0.3770389481259407,-1.5550121302070403,0.0,0.0
13,247549709189866.5,0.1710650829900917,0.6103616078210129,2.3100428306852687,-0.4770314699792041,0.6771799825810254,-0.11730884291743471,0.0,0.0
14,247549742523199.84,-1.8983285487544737,1.2879753136286536,1.4871673525065165,-1.4345330473917157,0.9697337989722943,0.47567447402340546,0.0,0.0
15,247549775856533.2,-0.017816042177790814,0.1869946165446189,-0.7677408770797796,-1.5269320086926714,0.7073603069829311,0.11936796249603085,0.0,0.0
16,247549809189866.53,0.72698486851279,-0.09670344235446597,0.20136745094258035,-0.7864214637974418,0.22665044193588613,-0.2635739540539981,0.0,0.0
17,247549842523199.88,0.6062532476767319,-0.34194926245278506,0.870162156288724,-0.6754888196120805,0.20038514664493376,-0.25477640146280667,0.0,0.0
18,247549875856533.2,0.29077838558972635,-0.35158776261319086,1.0913011780506843,-0.40777937779191875,0.0762605588496951,-0.4720525185027362,0.0,0.0
19,247549909189866.56,0.3273815319097359,-0.4005853623616067,1.1327906175422924,-0.09119564283293984,0.015252351030844631,-0.46660695718540224,0.0,0.0
20,247549942523199.9,0.32830625415188824,-0.4130082835067568,0.9582681892733783,0.08843347976364577,0.009176752403724533,-0.25457313816447547,0.0,0.0
21,247549975856533.25,0.30581988399044435,-0.06371909045153919,0.975972120764282,0.06085435326730805,0.030396593592496628,-0.02538806232896091,0.0,0.0
22,247550009189866.6,0.32980775079881663,0.029170274926366327,0.9293785072692782,-0.21796580409783672,0.10636962384269597,-0.031849981547777476,0.0,0.0
23,247550042523199.97,0.37151183761277345,-0.2290907554748882,0.692710026583863,-0.2556664692776517,0.12093159492050107,-0.06954644485151282,0.0,0.0
24,247550075856533.28,0.35879334736846846,-0.2439137961834854,0.5855293483416774,0.005765041135143811,0.04097995243202608,-0.005195734146345186,0.0,0.0
25,247550109189866.62,0.3207637105138601,-0.07265912157333267,0.5962562349848284,0.07086206369164677,-0.006027428009559322,-0.05631765758637885,0.0,0.0
26,247550142523200.0,0.22977790109068644,-0.007974750336091747,0.5646808939187533,0.02573275656786545,-0.027511212969271254,-0.2044930889239019,0.0,0.0
27,247550175856533.3,0.23054022514377323,-0.17941106235441365,0.38955060459779345,0.06868260228866184,-0.055541613671635466,-0.2809156682683447,0.0,0.0
28,247550209189866.62,0.10253004896514294,-0.07662333725814931,0.4173277602542891,0.1416018944029189,-0.09459177409161125,-0.2273396976822465,0.0,0.0
29,247550242523200.0,0.03371662161759438,-0.14096772579651126,0.5317317852524062,0.03558240233608509,-0.07444900175020551,-0.25169931449553473,0.0,0.0
30,247550275856533.3,-0.14098004353985172,-0.22779278620708227,0.49865914530618577,0.05842293247645429,-0.07369296703976985,-0.2686644007682765,0.0,0.0
31,247550309189866.7,-0.2959568751309204,-0.28919287708884883,0.414385786263474,0.21685808879994833,-0.09865485549571507,-0.2331075074294091,0.0,0.0
32,247550342523200.03,-0.42745681232116495,-0.15512325763543233,0.28843951118362976,0.3123370839129715,-0.10843762150603536,-0.14475803834205658,0.0,0.0
33,247550375856533.38,-0.46348692057212765,-0.1676605964642245,0.04854367408729391,0.406796179550299,-0.10197384820321606,-0.055697949543840705,0.0,0.0
34,247550409189866.72,-0.5762292528597777,0.11277945446719373,-0.14590136947877855,0.4164201754891441,-0.08642807668826205,0.008710884886857671,0.0,0.0
35,247550442523200.1,-0.6316289985754711,0.24295054134270633,-0.28825826542383864,0.28980672049969913,-0.06888012621294091,0.019550897825279127,0.0,0.0
36,247550475856533.4,-0.5058178990697709,0.29653594147466505,-0.2955975352945793,0.15456431199305412,-0.06771004083941222,0.07019282116737416,0.0,0.0
37,247550509189866.75,-0.3737590775304269,0.2569398566357196,-0.23138732440705248,0.13071873565145595,-0.0616373456608183,0.115273682884506,0.0,0.0
38,247550542523200.1,-0.24058995873154998,0.33377553587344033,-0.12384960926465999,0.06402997589499579,-0.04139943305651224,0.14525167214476167,0.0,0.0
39,247550575856533.44,-0.11368550814352123,0.29239381046638524,-0.09918270723576558,5.0132834182071984e-05,-0.010354309260747504,0.1688715852773984,0.0,0.0
40,247550609189866.8,-0.029763690952030637,0.30927842238740577,-0.03875606698488439,-0.021673827457638573,0.005009878611108524,0.2129529892626295,0.0,0.0
41,247550642523200.1,0.010553472357526041,0.2934544531052622,0.05841698923664959,-0.22576217695907475,0.04123498136932116,0.20763073719164987,0.0,0.0
