User,Recording,Style,Strokes,No_Strokes,Total,Stroke_Percentage
23,Breaststroke_1527158020323_updated.csv,0.0,0,584,584,0.0
23,Breaststroke_1527158020323_updated.csv,2.0,15,1227,1242,1.2077294685990339
23,Backstroke_1527158551894_updated.csv,0.0,0,533,533,0.0
23,Backstroke_1527158551894_updated.csv,3.0,32,2649,2681,1.1935844834017157
23,Butterfly_1527157710369_updated.csv,-1.0,0,1163,1163,0.0
23,Butterfly_1527157710369_updated.csv,0.0,0,369,369,0.0
24,Butterfly_1532517316130_updated.csv,0.0,0,2475,2475,0.0
24,Butterfly_1532517316130_updated.csv,1.0,21,1298,1319,1.592115238817286
24,Butterfly_1532517316130_updated.csv,2.0,25,1498,1523,1.6414970453053186
24,Butterfly_1532517316130_updated.csv,3.0,20,1287,1307,1.5302218821729152
24,Butterfly_1532517316130_updated.csv,4.0,24,1288,1312,1.8292682926829267
25,Breaststroke_1526987844496_updated.csv,0.0,0,805,805,0.0
25,Breaststroke_1526987844496_updated.csv,2.0,39,3232,3271,1.1922959339651482
25,Breaststroke_1526987844496_updated.csv,5.0,0,221,221,0.0
26,Freestyle_1527875324844_updated.csv,0.0,0,8564,8564,0.0
26,Freestyle_1527875324844_updated.csv,1.0,96,7214,7310,1.3132694938440492
26,Freestyle_1527875324844_updated.csv,5.0,0,136,136,0.0
26,Butterfly_1527934821849_updated.csv,0.0,0,3730,3730,0.0
26,Butterfly_1527934821849_updated.csv,1.0,38,2844,2882,1.31852879944483
26,Butterfly_1527934821849_updated.csv,2.0,32,1989,2021,1.5833745670460169
26,Butterfly_1527934821849_updated.csv,3.0,29,2278,2307,1.2570437798006067
26,Butterfly_1527934821849_updated.csv,4.0,25,1509,1534,1.6297262059973925
26,Butterfly_1527934821849_updated.csv,5.0,0,1033,1033,0.0
26,Butterfly_1527875865974_updated.csv,0.0,0,3023,3023,0.0
26,Butterfly_1527875865974_updated.csv,1.0,66,5173,5239,1.2597824012216072
26,Butterfly_1527875865974_updated.csv,2.0,19,1238,1257,1.511535401750199
26,Butterfly_1527875865974_updated.csv,3.0,15,1159,1174,1.2776831345826234
26,Butterfly_1527875865974_updated.csv,4.0,9,520,529,1.7013232514177694
26,Freestyle_1527935282596_updated.csv,0.0,0,12576,12576,0.0
26,Freestyle_1527935282596_updated.csv,1.0,43,2919,2962,1.4517218095881161
26,Freestyle_1527935282596_updated.csv,3.0,45,3210,3255,1.3824884792626728
26,Butterfly_1530786845192_updated.csv,0.0,0,3276,3276,0.0
26,Butterfly_1530786845192_updated.csv,4.0,93,4186,4279,2.1734050011684976
27,Breaststroke_1527159664283_updated.csv,0.0,0,4576,4576,0.0
27,Breaststroke_1527159664283_updated.csv,1.0,19,1267,1286,1.4774494556765163
27,Breaststroke_1527159664283_updated.csv,2.0,60,5915,5975,1.00418410041841
27,Breaststroke_1527159664283_updated.csv,5.0,0,326,326,0.0
27,Freestyle_1527158835425_updated.csv,0.0,0,298,298,0.0
27,Freestyle_1527158835425_updated.csv,1.0,75,4463,4538,1.6527104451300134
27,Freestyle_1527158835425_updated.csv,5.0,0,390,390,0.0
27,Freestyle_1527158217732_updated.csv,0.0,0,2252,2252,0.0
27,Freestyle_1527158217732_updated.csv,1.0,17,1040,1057,1.608325449385052
27,Butterfly_1527157800573_updated.csv,0.0,0,4087,4087,0.0
27,Butterfly_1527157800573_updated.csv,1.0,30,2026,2056,1.4591439688715953
27,Butterfly_1527157800573_updated.csv,2.0,29,2048,2077,1.3962445835339432
27,Butterfly_1527157800573_updated.csv,3.0,28,2087,2115,1.3238770685579195
27,Butterfly_1527157800573_updated.csv,4.0,31,1410,1441,2.1512838306731434
27,Freestyle_1527159493563_updated.csv,0.0,0,781,781,0.0
27,Freestyle_1527159493563_updated.csv,1.0,64,3827,3891,1.644821382677975
27,Freestyle_1527159493563_updated.csv,5.0,0,176,176,0.0
27,Freestyle_1527156963256_updated.csv,-1.0,0,2380,2380,0.0
27,Freestyle_1527156963256_updated.csv,0.0,0,6571,6571,0.0
27,Freestyle_1527156963256_updated.csv,1.0,105,6639,6744,1.5569395017793595
27,Freestyle_1527156963256_updated.csv,3.0,68,5204,5272,1.289833080424886
27,Freestyle_1527156963256_updated.csv,5.0,0,576,576,0.0
27,Backstroke_1527158518833_updated.csv,0.0,0,1332,1332,0.0
27,Backstroke_1527158518833_updated.csv,3.0,73,5405,5478,1.3326031398320555
27,Backstroke_1527158518833_updated.csv,5.0,0,275,275,0.0
28,Freestyle_1527271326330_updated.csv,0.0,0,442,442,0.0
28,Freestyle_1527271326330_updated.csv,1.0,21,1303,1324,1.5861027190332326
28,Butterfly_1527271253665_updated.csv,0.0,0,358,358,0.0
28,Butterfly_1527271253665_updated.csv,4.0,27,1313,1340,2.014925373134328
28,Backstroke_1527269771481_updated.csv,0.0,0,8926,8926,0.0
28,Backstroke_1527269771481_updated.csv,3.0,167,10337,10504,1.5898705255140897
28,Backstroke_1527269771481_updated.csv,5.0,0,631,631,0.0
28,Freestyle_1527270663284_updated.csv,0.0,0,7218,7218,0.0
28,Freestyle_1527270663284_updated.csv,1.0,153,9277,9430,1.6224814422057265
28,Freestyle_1527267722920_updated.csv,0.0,0,905,905,0.0
28,Freestyle_1527267722920_updated.csv,1.0,40,2638,2678,1.4936519790888723
28,Freestyle_1527267722920_updated.csv,5.0,0,102,102,0.0
28,Breaststroke_1527270451652_updated.csv,0.0,0,364,364,0.0
28,Breaststroke_1527270451652_updated.csv,2.0,53,3348,3401,1.5583651867097914
28,Breaststroke_1527270451652_updated.csv,5.0,0,124,124,0.0
28,Freestyle_1527269209654_updated.csv,0.0,0,6549,6549,0.0
28,Freestyle_1527269209654_updated.csv,1.0,84,4831,4915,1.7090539165818923
28,Freestyle_1527269209654_updated.csv,5.0,0,216,216,0.0
28,Freestyle_1527269088770_updated.csv,0.0,0,341,341,0.0
28,Freestyle_1527269088770_updated.csv,1.0,44,2347,2391,1.8402342116269343
28,Freestyle_1527269088770_updated.csv,5.0,0,92,92,0.0
29,Breaststroke_1526812361830_updated.csv,0.0,0,2131,2131,0.0
29,Breaststroke_1526812361830_updated.csv,2.0,43,2777,2820,1.5248226950354609
29,Freestyle_1526811651538_updated.csv,0.0,0,602,602,0.0
29,Freestyle_1526811651538_updated.csv,1.0,96,7571,7667,1.2521194730663885
29,Freestyle_1526811651538_updated.csv,5.0,0,538,538,0.0
29,Breaststroke_1526812763469_updated.csv,0.0,0,2841,2841,0.0
29,Breaststroke_1526812763469_updated.csv,2.0,76,5273,5349,1.4208263226771358
29,Breaststroke_1526812559376_updated.csv,0.0,0,612,612,0.0
29,Breaststroke_1526812559376_updated.csv,2.0,21,1376,1397,1.5032211882605582
29,Backstroke_1526813095113_updated.csv,0.0,0,547,547,0.0
29,Backstroke_1526813095113_updated.csv,3.0,72,5546,5618,1.2815948736205056
29,Backstroke_1526813095113_updated.csv,5.0,0,767,767,0.0
29,Freestyle_1526813638123_updated.csv,0.0,0,456,456,0.0
29,Freestyle_1526813638123_updated.csv,1.0,72,4549,4621,1.5581043064271802
29,Freestyle_1526813638123_updated.csv,5.0,0,261,261,0.0
29,Freestyle_1526811304282_updated.csv,0.0,0,498,498,0.0
29,Freestyle_1526811304282_updated.csv,1.0,97,7609,7706,1.2587594082533091
29,Freestyle_1526811304282_updated.csv,5.0,0,566,566,0.0
29,Freestyle_1526813863467_updated.csv,0.0,0,423,423,0.0
29,Freestyle_1526813863467_updated.csv,1.0,74,4463,4537,1.631033722724267
29,Freestyle_1526813863467_updated.csv,5.0,0,274,274,0.0
29,Freestyle_1526813416214_updated.csv,0.0,0,495,495,0.0
29,Freestyle_1526813416214_updated.csv,1.0,69,4688,4757,1.450494008829094
29,Freestyle_1526813416214_updated.csv,5.0,0,257,257,0.0
30,Freestyle_1526900456490_updated.csv,0.0,0,393,393,0.0
30,Freestyle_1526900456490_updated.csv,1.0,49,2869,2918,1.679232350925291
30,Freestyle_1526900456490_updated.csv,5.0,0,66,66,0.0
30,Freestyle_1526901387609_updated.csv,0.0,0,369,369,0.0
30,Freestyle_1526901387609_updated.csv,1.0,32,2029,2061,1.5526443474041727
30,Backstroke_1526900949149_updated.csv,0.0,0,428,428,0.0
30,Backstroke_1526900949149_updated.csv,3.0,30,1706,1736,1.7281105990783412
30,Butterfly_1526900816309_updated.csv,0.0,0,1918,1918,0.0
30,Butterfly_1526900816309_updated.csv,4.0,18,793,811,2.219482120838471
30,Breaststroke_1526901120975_updated.csv,0.0,0,332,332,0.0
30,Breaststroke_1526901120975_updated.csv,2.0,55,3374,3429,1.603966170895305
30,Breaststroke_1526901120975_updated.csv,5.0,0,124,124,0.0
30,Breaststroke_1526900582772_updated.csv,0.0,0,2765,2765,0.0
30,Breaststroke_1526900582772_updated.csv,2.0,53,3291,3344,1.5849282296650717
30,Breaststroke_1526900582772_updated.csv,5.0,0,142,142,0.0
30,Butterfly_1526901331445_updated.csv,0.0,0,566,566,0.0
30,Butterfly_1526901331445_updated.csv,4.0,17,738,755,2.251655629139073
31,Freestyle_1532427246306_updated.csv,0.0,0,6640,6640,0.0
31,Freestyle_1532427246306_updated.csv,1.0,169,12524,12693,1.3314425273772947
31,Freestyle_1532427246306_updated.csv,2.0,49,4874,4923,0.9953280520008125
31,Freestyle_1532427246306_updated.csv,3.0,145,10644,10789,1.343961442209658
31,Freestyle_1532427246306_updated.csv,5.0,0,2238,2238,0.0
31,Butterfly_1527675310212_updated.csv,0.0,0,14298,14298,0.0
31,Butterfly_1527675310212_updated.csv,1.0,143,9732,9875,1.448101265822785
31,Butterfly_1527675310212_updated.csv,2.0,71,5333,5404,1.3138415988156922
31,Butterfly_1527675310212_updated.csv,3.0,108,7468,7576,1.4255543822597676
31,Butterfly_1527675310212_updated.csv,4.0,44,2128,2172,2.0257826887661143
31,Butterfly_1527675310212_updated.csv,5.0,0,1690,1690,0.0
32,Freestyle_1526984144184_updated.csv,0.0,0,1692,1692,0.0
32,Freestyle_1526984144184_updated.csv,1.0,129,7246,7375,1.7491525423728813
32,Freestyle_1526984144184_updated.csv,5.0,0,336,336,0.0
32,Freestyle_1526985057870_updated.csv,0.0,0,869,869,0.0
32,Freestyle_1526985057870_updated.csv,1.0,90,4982,5072,1.774447949526814
32,Freestyle_1526985057870_updated.csv,5.0,0,197,197,0.0
32,Freestyle_1526984955785_updated.csv,0.0,0,649,649,0.0
32,Freestyle_1526984955785_updated.csv,1.0,38,2093,2131,1.7832003754106054
32,Freestyle_1526984955785_updated.csv,5.0,0,111,111,0.0
32,Backstroke_1526984464914_updated.csv,0.0,0,833,833,0.0
32,Backstroke_1526984464914_updated.csv,3.0,98,5620,5718,1.713885974116824
32,Backstroke_1526984464914_updated.csv,5.0,0,273,273,0.0
32,Butterfly_1530787382683_updated.csv,0.0,0,3346,3346,0.0
32,Butterfly_1530787382683_updated.csv,4.0,131,5147,5278,2.482000757862827
32,Butterfly_1526984700081_updated.csv,-1.0,0,3593,3593,0.0
32,Butterfly_1526984700081_updated.csv,0.0,0,973,973,0.0
32,Butterfly_1526984700081_updated.csv,4.0,63,2531,2594,2.428681572860447
33,Freestyle_1526813819256_updated.csv,0.0,0,1610,1610,0.0
33,Freestyle_1526813819256_updated.csv,1.0,66,4406,4472,1.4758497316636852
33,Freestyle_1526813819256_updated.csv,5.0,0,281,281,0.0
33,Freestyle_1526814037042_updated.csv,0.0,0,1858,1858,0.0
33,Freestyle_1526814037042_updated.csv,1.0,66,4424,4490,1.469933184855234
33,Freestyle_1526814037042_updated.csv,5.0,0,222,222,0.0
33,Freestyle_1526813361601_updated.csv,0.0,0,1552,1552,0.0
33,Freestyle_1526813361601_updated.csv,1.0,29,1851,1880,1.5425531914893618
33,Freestyle_1526813361601_updated.csv,5.0,0,88,88,0.0
33,Backstroke_1526815500947_updated.csv,0.0,0,1797,1797,0.0
33,Backstroke_1526815500947_updated.csv,3.0,37,2997,3034,1.2195121951219512
33,Backstroke_1526815500947_updated.csv,5.0,0,110,110,0.0
33,Freestyle_1526813591392_updated.csv,0.0,0,1887,1887,0.0
33,Freestyle_1526813591392_updated.csv,1.0,64,4412,4476,1.4298480786416443
33,Freestyle_1526813591392_updated.csv,5.0,0,212,212,0.0
34,Freestyle_1527935243889_updated.csv,0.0,0,6220,6220,0.0
34,Freestyle_1527935243889_updated.csv,1.0,39,2111,2150,1.813953488372093
34,Butterfly_1527934739837_updated.csv,0.0,0,6927,6927,0.0
34,Butterfly_1527934739837_updated.csv,1.0,37,2598,2635,1.4041745730550286
34,Butterfly_1527934739837_updated.csv,2.0,23,1691,1714,1.3418903150525088
34,Butterfly_1527934739837_updated.csv,3.0,30,2420,2450,1.2244897959183674
34,Butterfly_1527934739837_updated.csv,4.0,28,1251,1279,2.18921032056294
35,Butterfly_1527589789686_updated.csv,0.0,0,307,307,0.0
35,Butterfly_1527589789686_updated.csv,1.0,17,1184,1201,1.4154870940882598
35,Butterfly_1527589789686_updated.csv,2.0,4,265,269,1.486988847583643
35,Butterfly_1527589789686_updated.csv,3.0,9,709,718,1.2534818941504178
35,Butterfly_1527589789686_updated.csv,4.0,9,446,455,1.9780219780219779
35,Butterfly_1527589789686_updated.csv,5.0,0,180,180,0.0
35,Freestyle_1526985361628_updated.csv,0.0,0,362,362,0.0
35,Freestyle_1526985361628_updated.csv,1.0,59,3439,3498,1.6866781017724413
35,Freestyle_1526985361628_updated.csv,5.0,0,342,342,0.0
35,Freestyle_1526985827195_updated.csv,0.0,0,496,496,0.0
35,Freestyle_1526985827195_updated.csv,1.0,64,3412,3476,1.8411967779056386
35,Freestyle_1526985827195_updated.csv,5.0,0,216,216,0.0
35,Freestyle_1526985675308_updated.csv,0.0,0,391,391,0.0
35,Freestyle_1526985675308_updated.csv,1.0,61,3431,3492,1.7468499427262314
35,Freestyle_1526985675308_updated.csv,5.0,0,313,313,0.0
35,Freestyle_1527589933971_updated.csv,-1.0,0,2048,2048,0.0
35,Freestyle_1527589933971_updated.csv,0.0,0,306,306,0.0
35,Freestyle_1527589933971_updated.csv,1.0,98,6100,6198,1.5811552113585026
35,Freestyle_1527589933971_updated.csv,5.0,0,750,750,0.0
35,Freestyle_1527589025049_updated.csv,0.0,0,384,384,0.0
35,Freestyle_1527589025049_updated.csv,1.0,121,7630,7751,1.5610888917559025
35,Freestyle_1527589025049_updated.csv,5.0,0,704,704,0.0
35,Butterfly_1527589544205_updated.csv,0.0,0,401,401,0.0
35,Butterfly_1527589544205_updated.csv,1.0,12,768,780,1.5384615384615385
35,Butterfly_1527589544205_updated.csv,2.0,8,532,540,1.4814814814814816
35,Butterfly_1527589544205_updated.csv,3.0,11,808,819,1.3431013431013432
35,Butterfly_1527589544205_updated.csv,4.0,11,455,466,2.3605150214592276
35,Butterfly_1527589544205_updated.csv,5.0,0,181,181,0.0
35,Freestyle_1526985515813_updated.csv,0.0,0,426,426,0.0
35,Freestyle_1526985515813_updated.csv,1.0,60,3365,3425,1.7518248175182483
35,Freestyle_1526985515813_updated.csv,5.0,0,268,268,0.0
36,Butterfly_1532363367602_updated.csv,-1.0,0,3090,3090,0.0
36,Butterfly_1532363367602_updated.csv,0.0,0,3584,3584,0.0
36,Butterfly_1532363367602_updated.csv,1.0,104,7520,7624,1.3641133263378804
36,Butterfly_1532363367602_updated.csv,5.0,0,1269,1269,0.0
36,Butterfly_1530549578531_updated.csv,0.0,0,3367,3367,0.0
36,Butterfly_1530549578531_updated.csv,4.0,33,2168,2201,1.4993184915947297
36,Butterfly_1530551400961_updated.csv,0.0,0,921,921,0.0
36,Butterfly_1530551400961_updated.csv,4.0,37,2610,2647,1.3978088401964488
37,Freestyle_1527504541667_updated.csv,-1.0,0,5345,5345,0.0
37,Freestyle_1527504541667_updated.csv,0.0,0,8917,8917,0.0
37,Freestyle_1527504541667_updated.csv,1.0,398,23354,23752,1.6756483664533515
37,Freestyle_1527504541667_updated.csv,3.0,212,13679,13891,1.526168022460586
37,Freestyle_1527504541667_updated.csv,5.0,0,776,776,0.0
37,Freestyle_1527502723558_updated.csv,0.0,0,845,845,0.0
37,Freestyle_1527502723558_updated.csv,1.0,168,10644,10812,1.553829078801332
37,Freestyle_1527502723558_updated.csv,5.0,0,744,744,0.0
37,Freestyle_1527503150306_updated.csv,-1.0,0,615,615,0.0
37,Freestyle_1527503150306_updated.csv,0.0,0,1591,1591,0.0
37,Freestyle_1527503150306_updated.csv,1.0,171,10780,10951,1.561501232764131
37,Freestyle_1527503150306_updated.csv,5.0,0,504,504,0.0
38,Backstroke_1526901552687_updated.csv,0.0,0,782,782,0.0
38,Backstroke_1526901552687_updated.csv,3.0,23,1456,1479,1.555104800540906
38,Freestyle_1526901159622_updated.csv,0.0,0,500,500,0.0
38,Freestyle_1526901159622_updated.csv,1.0,83,4980,5063,1.639344262295082
38,Freestyle_1526901159622_updated.csv,5.0,0,164,164,0.0
38,Breaststroke_1526901357636_updated.csv,0.0,0,1118,1118,0.0
38,Breaststroke_1526901357636_updated.csv,2.0,60,3831,3891,1.5420200462606015
38,Breaststroke_1526901357636_updated.csv,5.0,0,109,109,0.0
39,Freestyle_1526986368598_updated.csv,0.0,0,2779,2779,0.0
39,Freestyle_1526986368598_updated.csv,1.0,238,14314,14552,1.6355140186915886
39,Freestyle_1526986368598_updated.csv,5.0,0,1287,1287,0.0
39,Freestyle_1526984965062_updated.csv,-1.0,0,1227,1227,0.0
39,Freestyle_1526984965062_updated.csv,0.0,0,2947,2947,0.0
39,Freestyle_1526984965062_updated.csv,1.0,96,5894,5990,1.6026711185308846
39,Freestyle_1526984965062_updated.csv,5.0,0,515,515,0.0
39,Freestyle_1526984465048_updated.csv,-1.0,0,5474,5474,0.0
39,Freestyle_1526984465048_updated.csv,0.0,0,1635,1635,0.0
39,Freestyle_1526984465048_updated.csv,5.0,0,337,337,0.0
