row_index,timestamp,ACC_0,ACC_1,ACC_2,GYRO_0,GYRO_1,GYRO_2,label,stroke_labels
0,157034135496276.03,-0.008148800293840349,0.6341844226067211,0.26380794169110355,0.13876682921401215,0.08555558257936244,0.08479054371066302,0.0,0.0
1,157034168829609.38,-0.19240584091101748,10.86100460625949,2.712633687023738,0.5854977649296168,0.08720756456544165,0.11328159279645753,0.0,0.0
2,157034202162942.72,0.051731304927309346,8.778336762029065,1.8780521364243137,-0.185813494939078,-0.16677766796449764,-0.052411063235886804,0.0,0.0
3,157034235496276.06,0.1985951684558508,5.477103129864774,0.7130712591446919,-0.8424971225393543,-0.35317493437288283,-0.17162416783193207,0.0,0.0
4,157034268829609.4,0.3233507514314804,6.400063195153753,1.0732431960928337,-0.4659042616599935,-0.19178238779568402,-0.10981893674394841,0.0,0.0
5,157034302162942.75,0.18929653418693246,5.558193183851843,0.8885518777167946,-0.5899297571512196,-0.2614424518076309,-0.14672181351680014,0.0,0.0
6,157034335496276.1,0.19497917438850812,5.344194744373948,0.9108538690845959,-0.44027342533120223,-0.26501555869404336,-0.12169150435907919,0.0,0.0
7,157034368829609.44,0.011906171500937998,5.118122628553092,0.8102116925620069,-0.3960027419589134,-0.29329113116609606,-0.10850709161699058,0.0,0.0
8,157034402162942.78,-0.06235234389990827,4.732790411960201,0.7199007280810226,-0.4073655382791558,-0.27729713871101896,-0.14005078896743853,0.0,0.0
9,157034435496276.12,-0.06498424341358466,4.433362991369638,0.7197717942157019,-0.3411708982629575,-0.24419478191221156,-0.17757703929093338,0.0,0.0
10,157034468829609.47,-0.010816386861513046,4.353097004500613,0.7247823987234369,-0.2904781012523996,-0.21465790347075597,-0.1881055304955792,0.0,0.0
11,157034502162942.8,-0.04875366690463657,4.063329682199827,0.711410661581207,-0.2744794792057555,-0.20297228800642833,-0.18413190239136193,0.0,0.0
12,157034535496276.16,-0.09394150568727451,3.959467637517574,0.6710299159812785,-0.19585341437805687,-0.18586456127922218,-0.17090543555797616,0.0,0.0
13,157034568829609.5,-0.05936753702511593,3.8205303184372017,0.5405017864535325,-0.21097121998844762,-0.19029235002575906,-0.15200199394697522,0.0,0.0
14,157034602162942.84,-0.10518089664744985,3.656809262168247,0.49116015539767,-0.29371779561420364,-0.1728505152964851,-0.1333960042312448,0.0,0.0
15,157034635496276.2,-0.08338572524829374,3.187812822013839,0.3455957299214311,-0.4712480905145896,-0.1650174444279067,-0.14817594969478948,0.0,0.0
16,157034668829609.53,-0.1528124165699911,2.70387276906299,0.4096047662342132,-0.4097985815408265,-0.11384534691711874,-0.14408651743117667,0.0,0.0
17,157034702162942.88,-0.20608932298119614,2.509503218990995,0.5344006085193305,-0.26173385886260914,-0.09066532885929013,-0.09299147373217553,0.0,0.0
18,157034735496276.22,-0.3593306609428819,2.4124307772760227,0.5894493382003431,-0.12405989280189003,-0.09767467413440131,-0.011397949708536685,0.0,0.0
19,157034768829609.56,-0.30433147075941613,2.205832055319235,0.5641284339968982,-0.0859296331254221,-0.1391075864250324,0.037240596642404825,0.0,0.0
